1.0,1.0,967
1.0,1.0,825
1.0,1.0,825
1.0,1.0,825
1.0,1.0,819
1.0,1.0,907
1.0,1.0,907
1.0,1.0,907
1.0,1.0,906
0.0,0.0,1380
0.0,0.0,1255
1.0,1.0,1022
1.0,1.0,1022
1.0,1.0,1022
1.0,1.0,981
1.0,1.0,982
1.0,1.0,982
1.0,1.0,982
1.0,1.0,982
1.0,1.0,1430
1.0,1.0,1268
1.0,1.0,1268
1.0,1.0,1271
1.0,1.0,923
1.0,1.0,967
1.0,1.0,825
1.0,1.0,825
1.0,1.0,825
1.0,1.0,819
1.0,1.0,907
1.0,1.0,907
1.0,1.0,907
1.0,1.0,906
0.0,0.0,1380
0.0,0.0,1255
1.0,1.0,1022
1.0,1.0,1022
1.0,1.0,1022
1.0,1.0,981
1.0,1.0,982
1.0,1.0,982
1.0,1.0,982
1.0,1.0,982
1.0,1.0,1430
1.0,1.0,1268
1.0,1.0,1268
1.0,1.0,1271
1.0,1.0,923
1.0,1.0,967
1.0,1.0,825
1.0,1.0,825
1.0,1.0,825
1.0,1.0,819
1.0,1.0,907
1.0,1.0,907
1.0,1.0,907
1.0,1.0,906
0.0,0.0,1380
0.0,0.0,1255
1.0,1.0,1022
1.0,1.0,1022
1.0,1.0,1022
1.0,1.0,981
1.0,1.0,982
1.0,1.0,982
1.0,1.0,982
1.0,1.0,982
1.0,1.0,1430
1.0,1.0,1268
1.0,1.0,1268
1.0,1.0,1271
1.0,1.0,923
1.0,1.0,967
1.0,1.0,825
1.0,1.0,825
1.0,1.0,825
1.0,1.0,819
1.0,1.0,907
1.0,1.0,907
1.0,1.0,907
1.0,1.0,906
0.0,0.0,1380
0.0,0.0,1255
1.0,1.0,1022
1.0,1.0,1022
1.0,1.0,1022
1.0,1.0,981
1.0,1.0,982
1.0,1.0,982
1.0,1.0,982
1.0,1.0,982
1.0,1.0,1430
1.0,1.0,1268
1.0,1.0,1268
1.0,1.0,1271
1.0,1.0,923
1.0,1.0,967
1.0,1.0,825
1.0,1.0,825
1.0,1.0,825
1.0,1.0,819
1.0,1.0,907
1.0,1.0,907
1.0,1.0,907
1.0,1.0,906
0.0,0.0,1380
0.0,0.0,1255
1.0,1.0,1022
1.0,1.0,1022
1.0,1.0,1022
1.0,1.0,981
1.0,1.0,982
1.0,1.0,982
1.0,1.0,982
1.0,1.0,982
1.0,1.0,1430
1.0,1.0,1268
1.0,1.0,1268
1.0,1.0,1271
1.0,1.0,923
1.0,1.0,967
1.0,1.0,825
1.0,1.0,825
1.0,1.0,825
1.0,1.0,819
1.0,1.0,907
1.0,1.0,907
1.0,1.0,907
1.0,1.0,906
0.0,0.0,1380
0.0,0.0,1255
1.0,1.0,1022
1.0,1.0,1022
1.0,1.0,1022
1.0,1.0,981
1.0,1.0,982
1.0,1.0,982
1.0,1.0,982
1.0,1.0,982
1.0,1.0,1430
1.0,1.0,1268
1.0,1.0,1268
1.0,1.0,1271
1.0,1.0,923
1.0,1.0,967
1.0,1.0,825
1.0,1.0,825
1.0,1.0,825
1.0,1.0,819
1.0,1.0,907
1.0,1.0,907
1.0,1.0,907
1.0,1.0,906
0.0,0.0,1380
1.0,1.0,105
1.0,1.0,105
1.0,1.0,155
1.0,1.0,107
1.0,1.0,107
1.0,1.0,107
1.0,1.0,105
1.0,1.0,105
1.0,1.0,105
1.0,1.0,113
0.0,0.0,113
1.0,1.0,12
1.0,1.0,12
1.0,1.0,12
0.0,0.0,41
1.0,1.0,12
1.0,1.0,12
1.0,1.0,12
1.0,1.0,10
1.0,1.0,10
1.0,1.0,45
0.0,0.0,45
1.0,1.0,9
1.0,1.0,9
1.0,1.0,68
1.0,1.0,68
1.0,1.0,68
1.0,1.0,77
1.0,1.0,77
1.0,1.0,77
1.0,1.0,67
1.0,1.0,907
1.0,1.0,907
1.0,1.0,907
1.0,1.0,906
0.0,0.0,1380
0.0,0.0,1255
1.0,1.0,233
1.0,1.0,233
1.0,1.0,233
1.0,1.0,267
1.0,1.0,267
1.0,1.0,267
1.0,1.0,267
1.0,1.0,267
0.0,0.0,1380
0.0,0.0,1255
1.0,1.0,1022
1.0,1.0,1022
1.0,1.0,1022
1.0,1.0,981
1.0,1.0,982
1.0,1.0,982
1.0,1.0,982
1.0,1.0,982
1.0,1.0,1430
1.0,1.0,1268
1.0,1.0,1268
1.0,1.0,1271
1.0,1.0,923
1.0,1.0,967
1.0,1.0,825
1.0,1.0,825
1.0,1.0,825
1.0,1.0,819
1.0,1.0,907
1.0,1.0,907
1.0,1.0,907
1.0,1.0,906
0.0,0.0,1380
0.0,0.0,1255
1.0,1.0,1022
1.0,1.0,1022
1.0,1.0,1022
1.0,1.0,981
1.0,1.0,982
1.0,1.0,982
1.0,1.0,982
1.0,1.0,982
1.0,1.0,1430
1.0,1.0,1268
1.0,1.0,1268
1.0,1.0,1271
1.0,1.0,923
1.0,1.0,967
1.0,1.0,825
1.0,1.0,825
1.0,1.0,825
1.0,1.0,819
1.0,1.0,907
1.0,1.0,907
1.0,1.0,907
1.0,1.0,906
0.0,0.0,1380
0.0,0.0,1255
1.0,1.0,1022
1.0,1.0,1022
1.0,1.0,1022
1.0,1.0,981
1.0,1.0,982
1.0,1.0,982
1.0,1.0,982
1.0,1.0,982
1.0,1.0,1430
1.0,1.0,1268
1.0,1.0,1268
1.0,1.0,1271
1.0,1.0,923
1.0,1.0,967
1.0,1.0,825
1.0,1.0,825
1.0,1.0,825
1.0,1.0,819
1.0,1.0,907
1.0,1.0,907
1.0,1.0,907
1.0,1.0,906
0.0,0.0,1380
0.0,0.0,1255
1.0,1.0,1022
1.0,1.0,1022
1.0,1.0,1022
1.0,1.0,981
1.0,1.0,982
1.0,1.0,982
1.0,1.0,982
1.0,1.0,982
1.0,1.0,1430
1.0,1.0,1268
1.0,1.0,1268
1.0,1.0,1271
1.0,1.0,923
1.0,1.0,967
1.0,1.0,825
1.0,1.0,825
1.0,1.0,825
1.0,1.0,819
1.0,1.0,907
1.0,1.0,907
1.0,1.0,907
1.0,1.0,906
0.0,0.0,1380
0.0,0.0,1255
1.0,1.0,1022
1.0,1.0,1022
1.0,1.0,1022
1.0,1.0,981
1.0,1.0,982
1.0,1.0,982
1.0,1.0,982
1.0,1.0,982
1.0,1.0,1430
1.0,1.0,1268
1.0,1.0,1268
1.0,1.0,1271
1.0,1.0,923
1.0,1.0,967
1.0,1.0,825
1.0,1.0,825
1.0,1.0,825
1.0,1.0,819
1.0,1.0,907
1.0,1.0,907
1.0,1.0,907
1.0,1.0,906
0.0,0.0,1380
1.0,1.0,105
1.0,1.0,105
1.0,1.0,155
1.0,1.0,107
1.0,1.0,107
1.0,1.0,107
1.0,1.0,105
1.0,1.0,105
1.0,1.0,105
1.0,1.0,113
0.0,0.0,113
1.0,1.0,99
1.0,1.0,99
1.0,1.0,99
1.0,1.0,38
1.0,1.0,38
1.0,1.0,38
1.0,1.0,38
1.0,1.0,34
1.0,1.0,4
1.0,1.0,6
1.0,1.0,6
1.0,1.0,6
1.0,1.0,161
1.0,1.0,161
1.0,1.0,161
1.0,1.0,161
1.0,1.0,1430
1.0,1.0,1268
1.0,1.0,1268
1.0,1.0,1271
1.0,1.0,923
1.0,1.0,967
1.0,1.0,825
1.0,1.0,825
1.0,1.0,825
1.0,1.0,819
1.0,1.0,907
1.0,1.0,907
1.0,1.0,907
1.0,1.0,906
0.0,0.0,1380
0.0,0.0,1255
1.0,1.0,233
1.0,1.0,233
1.0,1.0,233
1.0,1.0,267
1.0,1.0,267
1.0,1.0,267
1.0,1.0,267
1.0,1.0,267
0.0,0.0,1380
0.0,0.0,1255
1.0,1.0,1022
1.0,1.0,1022
1.0,1.0,1022
1.0,1.0,981
1.0,1.0,982
1.0,1.0,982
1.0,1.0,982
1.0,1.0,982
1.0,1.0,1430
1.0,1.0,1268
1.0,1.0,1268
1.0,1.0,1271
1.0,1.0,923
1.0,1.0,967
1.0,1.0,825
1.0,1.0,825
1.0,1.0,825
1.0,1.0,819
1.0,1.0,907
1.0,1.0,907
1.0,1.0,907
1.0,1.0,906
0.0,0.0,1380
0.0,0.0,1255
1.0,1.0,1022
1.0,1.0,1022
1.0,1.0,1022
1.0,1.0,981
1.0,1.0,982
1.0,1.0,982
1.0,1.0,982
1.0,1.0,982
1.0,1.0,1430
1.0,1.0,1268
1.0,1.0,1268
1.0,1.0,1271
1.0,1.0,923
1.0,1.0,967
1.0,1.0,825
1.0,1.0,825
1.0,1.0,825
1.0,1.0,819
1.0,1.0,907
1.0,1.0,907
1.0,1.0,907
1.0,1.0,906
0.0,0.0,1380
0.0,0.0,1255
1.0,1.0,1022
1.0,1.0,1022
1.0,1.0,1022
1.0,1.0,981
1.0,1.0,982
1.0,1.0,982
1.0,1.0,982
1.0,1.0,982
1.0,1.0,1430
1.0,1.0,1268
1.0,1.0,1268
1.0,1.0,1271
1.0,1.0,923
1.0,1.0,967
1.0,1.0,825
1.0,1.0,825
1.0,1.0,825
1.0,1.0,819
1.0,1.0,907
1.0,1.0,907
1.0,1.0,907
1.0,1.0,906
0.0,0.0,1380
0.0,0.0,1255
1.0,1.0,233
1.0,1.0,233
1.0,1.0,233
1.0,1.0,267
1.0,1.0,267
1.0,1.0,267
1.0,1.0,267
1.0,1.0,267
0.0,0.0,1380
0.0,0.0,1255
1.0,1.0,1022
1.0,1.0,1022
1.0,1.0,1022
1.0,1.0,981
1.0,1.0,982
1.0,1.0,982
1.0,1.0,982
1.0,1.0,982
1.0,1.0,1430
1.0,1.0,1268
1.0,1.0,1268
1.0,1.0,1271
1.0,1.0,923
1.0,1.0,967
1.0,1.0,825
1.0,1.0,825
1.0,1.0,825
1.0,1.0,819
1.0,1.0,907
1.0,1.0,907
1.0,1.0,907
1.0,1.0,906
0.0,0.0,1380
0.0,0.0,1255
1.0,1.0,1022
1.0,1.0,1022
1.0,1.0,1022
1.0,1.0,44
1.0,1.0,44
1.0,1.0,44
1.0,1.0,44
1.0,1.0,44
1.0,1.0,44
1.0,1.0,44
1.0,1.0,44
1.0,1.0,44
1.0,1.0,967
1.0,1.0,825
1.0,1.0,825
1.0,1.0,825
1.0,1.0,819
1.0,1.0,907
1.0,1.0,907
1.0,1.0,907
1.0,1.0,906
0.0,0.0,1380
0.0,0.0,1255
1.0,1.0,1022
1.0,1.0,1022
1.0,1.0,1022
1.0,1.0,981
1.0,1.0,982
1.0,1.0,982
1.0,1.0,982
1.0,1.0,982
1.0,1.0,1430
1.0,1.0,1268
1.0,1.0,1268
1.0,1.0,1271
1.0,1.0,923
1.0,1.0,967
1.0,1.0,825
1.0,1.0,825
1.0,1.0,825
1.0,1.0,819
1.0,1.0,907
1.0,1.0,907
1.0,1.0,907
1.0,1.0,906
0.0,0.0,1380
0.0,0.0,1255
1.0,1.0,1022
1.0,1.0,1022
1.0,1.0,1022
1.0,1.0,981
1.0,1.0,982
1.0,1.0,982
1.0,1.0,982
1.0,1.0,982
1.0,1.0,1430
1.0,1.0,1268
1.0,1.0,1268
1.0,1.0,1271
1.0,1.0,923
1.0,1.0,967
1.0,1.0,825
1.0,1.0,825
1.0,1.0,825
1.0,1.0,819
1.0,1.0,907
1.0,1.0,907
1.0,1.0,907
1.0,1.0,906
0.0,0.0,1380
1.0,1.0,105
1.0,1.0,105
1.0,1.0,155
1.0,1.0,107
1.0,1.0,107
1.0,1.0,107
1.0,1.0,105
1.0,1.0,105
1.0,1.0,105
1.0,1.0,113
0.0,0.0,113
1.0,1.0,99
1.0,1.0,99
1.0,1.0,99
1.0,1.0,60
1.0,1.0,60
1.0,1.0,60
1.0,1.0,60
1.0,1.0,59
1.0,1.0,59
1.0,1.0,68
1.0,1.0,68
1.0,1.0,68
1.0,1.0,77
1.0,1.0,77
1.0,1.0,77
1.0,1.0,67
1.0,1.0,907
1.0,1.0,907
1.0,1.0,907
1.0,1.0,906
0.0,0.0,1380
0.0,0.0,1255
1.0,1.0,233
1.0,1.0,233
1.0,1.0,233
1.0,1.0,267
1.0,1.0,267
1.0,1.0,267
1.0,1.0,267
1.0,1.0,267
0.0,0.0,1380
0.0,0.0,1255
1.0,1.0,1022
1.0,1.0,1022
1.0,1.0,1022
1.0,1.0,981
1.0,1.0,982
1.0,1.0,982
1.0,1.0,982
1.0,1.0,982
1.0,1.0,1430
1.0,1.0,1268
1.0,1.0,1268
1.0,1.0,1271
1.0,1.0,923
1.0,1.0,967
1.0,1.0,825
1.0,1.0,825
1.0,1.0,825
1.0,1.0,819
1.0,1.0,907
1.0,1.0,907
1.0,1.0,907
1.0,1.0,906
0.0,0.0,1380
0.0,0.0,1255
1.0,1.0,1022
1.0,1.0,1022
1.0,1.0,1022
1.0,1.0,981
1.0,1.0,982
1.0,1.0,982
1.0,1.0,982
1.0,1.0,982
1.0,1.0,1430
1.0,1.0,1268
1.0,1.0,1268
1.0,1.0,1271
1.0,1.0,923
1.0,1.0,967
1.0,1.0,825
1.0,1.0,825
1.0,1.0,825
1.0,1.0,819
1.0,1.0,907
1.0,1.0,907
1.0,1.0,907
1.0,1.0,906
0.0,0.0,1380
0.0,0.0,1255
1.0,1.0,1022
1.0,1.0,1022
1.0,1.0,1022
1.0,1.0,981
1.0,1.0,982
1.0,1.0,982
1.0,1.0,982
1.0,1.0,982
1.0,1.0,1430
1.0,1.0,1268
1.0,1.0,1268
1.0,1.0,1271
1.0,1.0,923
1.0,1.0,967
1.0,1.0,825
1.0,1.0,825
1.0,1.0,825
1.0,1.0,819
1.0,1.0,907
1.0,1.0,907
1.0,1.0,907
1.0,1.0,906
0.0,0.0,1380
0.0,0.0,1255
1.0,1.0,1022
1.0,1.0,1022
1.0,1.0,1022
1.0,1.0,981
1.0,1.0,982
1.0,1.0,982
1.0,1.0,982
1.0,1.0,982
1.0,1.0,1430
1.0,1.0,1268
1.0,1.0,1268
1.0,1.0,1271
1.0,1.0,923
1.0,1.0,967
1.0,1.0,825
1.0,1.0,825
1.0,1.0,825
1.0,1.0,819
1.0,1.0,907
1.0,1.0,907
1.0,1.0,907
1.0,1.0,906
0.0,0.0,1380
0.0,0.0,1255
1.0,1.0,1022
1.0,1.0,1022
1.0,1.0,1022
1.0,1.0,981
1.0,1.0,982
1.0,1.0,982
1.0,1.0,982
1.0,1.0,982
1.0,1.0,1430
1.0,1.0,1268
1.0,1.0,1268
1.0,1.0,1271
1.0,1.0,923
1.0,1.0,967
1.0,1.0,825
1.0,1.0,825
1.0,1.0,825
1.0,1.0,819
1.0,1.0,907
1.0,1.0,907
1.0,1.0,907
1.0,1.0,906
0.0,0.0,1380
0.0,0.0,1255
1.0,1.0,1022
1.0,1.0,1022
1.0,1.0,1022
1.0,1.0,981
1.0,1.0,982
1.0,1.0,982
1.0,1.0,982
1.0,1.0,982
1.0,1.0,1430
1.0,1.0,1268
1.0,1.0,1268
1.0,1.0,1271
1.0,1.0,923
1.0,1.0,967
1.0,1.0,825
1.0,1.0,825
1.0,1.0,825
1.0,1.0,819
1.0,1.0,907
1.0,1.0,907
1.0,1.0,907
1.0,1.0,906
0.0,0.0,1380
1.0,1.0,105
1.0,1.0,105
1.0,1.0,155
1.0,1.0,107
1.0,1.0,107
1.0,1.0,107
1.0,1.0,105
1.0,1.0,105
1.0,1.0,105
1.0,1.0,113
0.0,0.0,113
1.0,1.0,99
1.0,1.0,99
1.0,1.0,99
1.0,1.0,60
1.0,1.0,60
1.0,1.0,60
1.0,1.0,60
1.0,1.0,59
1.0,1.0,59
1.0,1.0,68
1.0,1.0,68
1.0,1.0,68
1.0,1.0,77
1.0,1.0,77
1.0,1.0,77
1.0,1.0,67
1.0,1.0,907
1.0,1.0,907
1.0,1.0,907
1.0,1.0,906
0.0,0.0,1380
0.0,0.0,1255
1.0,1.0,233
1.0,1.0,233
1.0,1.0,233
1.0,1.0,267
1.0,1.0,267
1.0,1.0,267
1.0,1.0,267
1.0,1.0,267
0.0,0.0,1380
0.0,0.0,1255
1.0,1.0,1022
1.0,1.0,1022
1.0,1.0,1022
1.0,1.0,981
1.0,1.0,982
1.0,1.0,982
1.0,1.0,982
1.0,1.0,982
1.0,1.0,1430
1.0,1.0,1268
1.0,1.0,1268
1.0,1.0,1271
1.0,1.0,923
1.0,1.0,967
1.0,1.0,825
1.0,1.0,825
1.0,1.0,825
1.0,1.0,819
1.0,1.0,907
1.0,1.0,907
1.0,1.0,907
1.0,1.0,906
0.0,0.0,1380
0.0,0.0,1255
1.0,1.0,1022
1.0,1.0,1022
1.0,1.0,1022
1.0,1.0,981
1.0,1.0,982
1.0,1.0,982
1.0,1.0,982
1.0,1.0,982
1.0,1.0,1430
1.0,1.0,1268
1.0,1.0,1268
1.0,1.0,1271
1.0,1.0,923
1.0,1.0,967
1.0,1.0,825
1.0,1.0,825
1.0,1.0,825
1.0,1.0,819
1.0,1.0,907
1.0,1.0,907
1.0,1.0,907
1.0,1.0,906
0.0,0.0,1380
0.0,0.0,1255
1.0,1.0,1022
1.0,1.0,1022
1.0,1.0,1022
1.0,1.0,981
1.0,1.0,982
1.0,1.0,982
1.0,1.0,982
1.0,1.0,982
1.0,1.0,1430
1.0,1.0,1268
1.0,1.0,1268
1.0,1.0,1271
1.0,1.0,923
1.0,1.0,967
1.0,1.0,825
1.0,1.0,825
1.0,1.0,825
1.0,1.0,819
1.0,1.0,907
1.0,1.0,907
1.0,1.0,907
1.0,1.0,906
0.0,0.0,1380
0.0,0.0,1255
1.0,1.0,1022
1.0,1.0,1022
1.0,1.0,1022
1.0,1.0,981
1.0,1.0,982
1.0,1.0,982
1.0,1.0,982
1.0,1.0,982
1.0,1.0,1430
1.0,1.0,1268
1.0,1.0,1268
1.0,1.0,1271
1.0,1.0,923
1.0,1.0,967
1.0,1.0,825
1.0,1.0,825
1.0,1.0,825
1.0,1.0,819
1.0,1.0,907
1.0,1.0,907
1.0,1.0,907
1.0,1.0,906
0.0,0.0,1380
0.0,0.0,1255
1.0,1.0,1022
1.0,1.0,1022
1.0,1.0,1022
1.0,1.0,981
1.0,1.0,982
1.0,1.0,982
1.0,1.0,982
1.0,1.0,982
1.0,1.0,1430
1.0,1.0,1268
1.0,1.0,1268
1.0,1.0,1271
1.0,1.0,923
1.0,1.0,967
1.0,1.0,825
1.0,1.0,825
1.0,1.0,825
1.0,1.0,819
1.0,1.0,907
1.0,1.0,907
1.0,1.0,907
1.0,1.0,906
0.0,0.0,1380
0.0,0.0,1255
1.0,1.0,1022
1.0,1.0,1022
1.0,1.0,1022
1.0,1.0,981
1.0,1.0,982
1.0,1.0,982
1.0,1.0,982
1.0,1.0,982
1.0,1.0,1430
1.0,1.0,1268
1.0,1.0,1268
1.0,1.0,1271
1.0,1.0,923
1.0,1.0,967
1.0,1.0,825
1.0,1.0,825
1.0,1.0,825
1.0,1.0,819
1.0,1.0,907
1.0,1.0,907
1.0,1.0,907
1.0,1.0,906
0.0,0.0,1380
1.0,1.0,105
1.0,1.0,105
1.0,1.0,155
1.0,1.0,107
1.0,1.0,107
1.0,1.0,107
1.0,1.0,105
1.0,1.0,105
1.0,1.0,105
1.0,1.0,113
0.0,0.0,113
1.0,1.0,99
1.0,1.0,99
1.0,1.0,99
1.0,1.0,60
1.0,1.0,60
1.0,1.0,60
1.0,1.0,60
1.0,1.0,59
1.0,1.0,59
1.0,1.0,68
1.0,1.0,68
1.0,1.0,68
1.0,1.0,77
1.0,1.0,77
1.0,1.0,77
1.0,1.0,67
1.0,1.0,907
1.0,1.0,907
1.0,1.0,907
1.0,1.0,906
0.0,0.0,1380
0.0,0.0,1255
1.0,1.0,233
1.0,1.0,233
1.0,1.0,233
1.0,1.0,267
1.0,1.0,267
1.0,1.0,267
1.0,1.0,267
1.0,1.0,267
0.0,0.0,1380
0.0,0.0,1255
1.0,1.0,1022
1.0,1.0,1022
1.0,1.0,1022
1.0,1.0,981
1.0,1.0,982
1.0,1.0,982
1.0,1.0,982
1.0,1.0,982
1.0,1.0,1430
1.0,1.0,1268
1.0,1.0,1268
1.0,1.0,1271
1.0,1.0,923
1.0,1.0,967
1.0,1.0,825
1.0,1.0,825
1.0,1.0,825
1.0,1.0,819
1.0,1.0,907
1.0,1.0,907
1.0,1.0,907
1.0,1.0,906
0.0,0.0,1380
0.0,0.0,1255
1.0,1.0,1022
1.0,1.0,1022
1.0,1.0,1022
1.0,1.0,981
1.0,1.0,982
1.0,1.0,982
1.0,1.0,982
1.0,1.0,982
1.0,1.0,1430
1.0,1.0,1268
1.0,1.0,1268
1.0,1.0,1271
1.0,1.0,923
1.0,1.0,967
1.0,1.0,825
1.0,1.0,825
1.0,1.0,825
1.0,1.0,819
1.0,1.0,907
1.0,1.0,907
1.0,1.0,907
1.0,1.0,906
0.0,0.0,1380
0.0,0.0,1255
1.0,1.0,1022
1.0,1.0,1022
1.0,1.0,1022
1.0,1.0,981
1.0,1.0,982
1.0,1.0,982
1.0,1.0,982
1.0,1.0,982
1.0,1.0,1430
1.0,1.0,1268
1.0,1.0,1268
1.0,1.0,1271
1.0,1.0,923
1.0,1.0,967
1.0,1.0,825
1.0,1.0,825
1.0,1.0,825
1.0,1.0,819
1.0,1.0,907
1.0,1.0,907
1.0,1.0,907
1.0,1.0,906
0.0,0.0,1380
0.0,0.0,1255
1.0,1.0,1022
1.0,1.0,1022
1.0,1.0,1022
1.0,1.0,981
1.0,1.0,982
1.0,1.0,982
1.0,1.0,982
1.0,1.0,982
1.0,1.0,1430
1.0,1.0,1268
1.0,1.0,1268
1.0,1.0,1271
1.0,1.0,923
1.0,1.0,967
1.0,1.0,825
1.0,1.0,825
1.0,1.0,825
1.0,1.0,819
1.0,1.0,907
1.0,1.0,907
1.0,1.0,907
1.0,1.0,906
0.0,0.0,1380
0.0,0.0,1255
1.0,1.0,1022
1.0,1.0,1022
1.0,1.0,1022
1.0,1.0,981
1.0,1.0,982
1.0,1.0,982
1.0,1.0,982
1.0,1.0,982
1.0,1.0,1430
1.0,1.0,1268
1.0,1.0,1268
1.0,1.0,1271
1.0,1.0,923
1.0,1.0,967
1.0,1.0,825
1.0,1.0,825
1.0,1.0,825
1.0,1.0,819
1.0,1.0,907
1.0,1.0,907
1.0,1.0,907
1.0,1.0,906
0.0,0.0,1380
0.0,0.0,1255
1.0,1.0,1022
1.0,1.0,1022
1.0,1.0,1022
1.0,1.0,981
1.0,1.0,982
1.0,1.0,982
1.0,1.0,982
1.0,1.0,982
1.0,1.0,1430
1.0,1.0,1268
1.0,1.0,1268
1.0,1.0,1271
1.0,1.0,923
1.0,1.0,967
1.0,1.0,825
1.0,1.0,825
1.0,1.0,825
1.0,1.0,819
1.0,1.0,907
1.0,1.0,907
1.0,1.0,907
1.0,1.0,906
0.0,0.0,1380
0.0,0.0,1255
1.0,1.0,1022
1.0,1.0,1022
1.0,1.0,1022
1.0,1.0,981
1.0,1.0,982
1.0,1.0,982
1.0,1.0,982
1.0,1.0,982
1.0,1.0,1430
1.0,1.0,1268
1.0,1.0,1268
1.0,1.0,1271
1.0,1.0,923
1.0,1.0,967
1.0,1.0,825
1.0,1.0,825
1.0,1.0,825
1.0,1.0,819
1.0,1.0,907
1.0,1.0,907
1.0,1.0,907
1.0,1.0,906
0.0,0.0,1380
0.0,0.0,1255
1.0,1.0,1022
1.0,1.0,1022
1.0,1.0,1022
1.0,1.0,981
1.0,1.0,982
1.0,1.0,982
1.0,1.0,982
1.0,1.0,982
1.0,1.0,1430
1.0,1.0,1268
1.0,1.0,1268
1.0,1.0,1271
1.0,1.0,923
1.0,1.0,967
1.0,1.0,825
1.0,1.0,825
1.0,1.0,825
1.0,1.0,819
1.0,1.0,907
1.0,1.0,907
1.0,1.0,907
1.0,1.0,906
0.0,0.0,1380
1.0,1.0,105
1.0,1.0,105
1.0,1.0,155
1.0,1.0,107
1.0,1.0,107
1.0,1.0,107
1.0,1.0,105
1.0,1.0,105
1.0,1.0,105
1.0,1.0,113
0.0,0.0,113
1.0,1.0,99
1.0,1.0,99
1.0,1.0,99
1.0,1.0,38
1.0,1.0,38
1.0,1.0,38
1.0,1.0,38
1.0,1.0,34
1.0,1.0,30
1.0,1.0,31
1.0,1.0,31
1.0,1.0,19
1.0,1.0,907
1.0,1.0,907
1.0,1.0,907
1.0,1.0,906
0.0,0.0,1380
0.0,0.0,1255
1.0,1.0,233
1.0,1.0,233
1.0,1.0,233
1.0,1.0,267
1.0,1.0,267
1.0,1.0,267
1.0,1.0,267
1.0,1.0,267
0.0,0.0,1380
0.0,0.0,1255
1.0,1.0,1022
1.0,1.0,1022
1.0,1.0,1022
1.0,1.0,981
1.0,1.0,982
1.0,1.0,982
1.0,1.0,982
1.0,1.0,982
1.0,1.0,1430
1.0,1.0,1268
1.0,1.0,1268
1.0,1.0,1271
1.0,1.0,923
1.0,1.0,967
1.0,1.0,825
1.0,1.0,825
1.0,1.0,825
1.0,1.0,819
1.0,1.0,907
1.0,1.0,907
1.0,1.0,907
1.0,1.0,906
0.0,0.0,1380
0.0,0.0,1255
1.0,1.0,1022
1.0,1.0,1022
1.0,1.0,1022
1.0,1.0,981
1.0,1.0,982
1.0,1.0,982
1.0,1.0,982
1.0,1.0,982
1.0,1.0,1430
1.0,1.0,1268
1.0,1.0,1268
1.0,1.0,1271
1.0,1.0,923
1.0,1.0,967
1.0,1.0,825
1.0,1.0,825
1.0,1.0,825
1.0,1.0,819
1.0,1.0,907
1.0,1.0,907
1.0,1.0,907
1.0,1.0,906
0.0,0.0,1380
0.0,0.0,1255
1.0,1.0,1022
1.0,1.0,1022
1.0,1.0,1022
1.0,1.0,981
1.0,1.0,982
1.0,1.0,982
1.0,1.0,982
1.0,1.0,982
1.0,1.0,1430
1.0,1.0,1268
1.0,1.0,1268
1.0,1.0,1271
1.0,1.0,923
1.0,1.0,967
1.0,1.0,825
1.0,1.0,825
1.0,1.0,825
1.0,1.0,819
1.0,1.0,907
1.0,1.0,907
1.0,1.0,907
1.0,1.0,906
0.0,0.0,1380
0.0,0.0,1255
1.0,1.0,1022
1.0,1.0,1022
1.0,1.0,1022
1.0,1.0,981
1.0,1.0,982
1.0,1.0,982
1.0,1.0,982
1.0,1.0,982
1.0,1.0,1430
1.0,1.0,1268
1.0,1.0,1268
1.0,1.0,1271
1.0,1.0,923
1.0,1.0,967
1.0,1.0,825
1.0,1.0,825
1.0,1.0,825
1.0,1.0,819
1.0,1.0,907
1.0,1.0,907
1.0,1.0,907
1.0,1.0,906
0.0,0.0,1380
0.0,0.0,1255
1.0,1.0,233
1.0,1.0,233
1.0,1.0,233
1.0,1.0,267
1.0,1.0,267
1.0,1.0,267
1.0,1.0,267
1.0,1.0,267
0.0,0.0,1380
0.0,0.0,1255
1.0,1.0,1022
1.0,1.0,1022
1.0,1.0,1022
1.0,1.0,981
1.0,1.0,982
1.0,1.0,982
1.0,1.0,982
1.0,1.0,982
1.0,1.0,1430
1.0,1.0,1268
1.0,1.0,1268
1.0,1.0,1271
1.0,1.0,923
1.0,1.0,967
1.0,1.0,825
1.0,1.0,825
1.0,1.0,825
1.0,1.0,819
1.0,1.0,907
1.0,1.0,907
1.0,1.0,907
1.0,1.0,906
0.0,0.0,1380
0.0,0.0,1255
1.0,1.0,1022
1.0,1.0,1022
1.0,1.0,1022
1.0,1.0,44
1.0,1.0,44
1.0,1.0,44
1.0,1.0,44
1.0,1.0,44
1.0,1.0,44
1.0,1.0,44
1.0,1.0,44
1.0,1.0,44
1.0,1.0,967
1.0,1.0,825
1.0,1.0,825
1.0,1.0,825
1.0,1.0,819
1.0,1.0,907
1.0,1.0,907
1.0,1.0,907
1.0,1.0,906
0.0,0.0,1380
0.0,0.0,1255
1.0,1.0,1022
1.0,1.0,1022
1.0,1.0,1022
1.0,1.0,981
1.0,1.0,982
1.0,1.0,982
1.0,1.0,982
1.0,1.0,982
1.0,1.0,1430
1.0,1.0,1268
